# ------------z-----------------------dz----------------------alpha--------------------urms---------------------brms---------------------drag-------------------dEm_dlnz-----------------dEk_dlnz----------------dEges_dlnz--------------diff(E,drag)-------
4.014666000000000167e+03 -6.265900000000328873e+00 5.945659999999999854e+03 1.386489999999999988e-03 3.766800000000000148e-01 2.460355564479290925e-08 2.389576266541038041e-08 -2.909025645555396291e-12 2.389285363976482587e-08 4.382577582732685815e-10
4.008400099999999838e+03 -5.333200000000033469e+00 5.922869999999999891e+03 1.388769999999999892e-03 3.766109999999999736e-01 2.458992330581990137e-08 2.477672602379103075e-08 1.198295863669723291e-13 2.477684585337739708e-08 4.103355513385628264e-10
4.003066899999999805e+03 -6.761199999999917054e+00 5.903710000000000036e+03 1.388689999999999933e-03 3.765499999999999958e-01 2.450755315940443392e-08 2.463264784534801633e-08 -3.496244132358330150e-12 2.462915160121565811e-08 3.696348593790620696e-10
3.996305699999999888e+03 -5.332100000000082218e+00 5.878399999999999636e+03 1.391649999999999918e-03 3.764730000000000021e-01 2.450662489906035613e-08 2.429315688443955471e-08 8.230768065833772500e-13 2.429397996124613759e-08 3.472963564138590579e-10
3.990973599999999806e+03 -6.571699999999964348e+00 5.858869999999999891e+03 1.391099999999999932e-03 3.764129999999999976e-01 2.440590317327838283e-08 2.460122857869946045e-08 -3.276555744033359132e-12 2.459795202295542755e-08 3.395149889477227056e-10
3.984401899999999841e+03 -5.428300000000035652e+00 5.834699999999999818e+03 1.393799999999999943e-03 3.763380000000000059e-01 2.439965987254296964e-08 2.457572539653959544e-08 5.284686514016424999e-13 2.457625386519099678e-08 3.203233247233335326e-10
3.978973599999999806e+03 -6.563400000000001455e+00 5.815109999999999673e+03 1.393439999999999913e-03 3.762759999999999994e-01 2.430517776222886398e-08 2.422204340492554362e-08 -3.324917410203855322e-12 2.421871848751534112e-08 3.109220192816720654e-10
3.972410199999999804e+03 -5.342099999999845750e+00 5.791130000000000109e+03 1.396179999999999904e-03 3.762019999999999809e-01 2.430023425209292439e-08 2.448673384402085550e-08 4.320255595724867855e-13 2.448716586958042746e-08 3.068416199110106448e-10
3.967068099999999959e+03 -6.769499999999879947e+00 5.771560000000000400e+03 1.395890000000000108e-03 3.761410000000000031e-01 2.420805670014536937e-08 2.467097826589827923e-08 -2.713991607457964553e-12 2.466826427429082238e-08 3.051250228775783938e-10
3.960298600000000079e+03 -5.519999999999981810e+00 5.746670000000000073e+03 1.398200000000000050e-03 3.760629999999999806e-01 2.418350112067780617e-08 2.361658692717752326e-08 -3.599233707120431012e-13 2.361622700380681165e-08 3.277633547105776387e-10
3.954778600000000097e+03 -6.675600000000031287e+00 5.727130000000000109e+03 1.398450000000000084e-03 3.760020000000000029e-01 2.410989110223554381e-08 2.461168457610959554e-08 -3.201265168415421586e-12 2.460848331094117878e-08 3.810723950089558087e-10
3.948103000000000065e+03 -5.427700000000186265e+00 5.702850000000000364e+03 1.401139999999999938e-03 3.759250000000000091e-01 2.410012708752956725e-08 2.432779703776489381e-08 1.170051077529699069e-13 2.432791404287264566e-08 3.615584085443966176e-10
3.942675299999999879e+03 -6.675499999999829015e+00 5.682960000000000036e+03 1.401059999999999979e-03 3.758630000000000027e-01 2.401332997309290060e-08 2.452765830047617638e-08 -2.911941505083614016e-12 2.452474635897109199e-08 3.343522649580012968e-10
3.935999800000000050e+03 -5.435800000000199361e+00 5.658670000000000073e+03 1.403509999999999957e-03 3.757860000000000089e-01 2.399438987754530533e-08 2.420812304155272683e-08 -3.792221919987953101e-13 2.420774381936072654e-08 3.200907200865393048e-10
3.930563999999999851e+03 -6.573300000000017462e+00 5.639090000000000146e+03 1.403769999999999931e-03 3.757240000000000024e-01 2.392022501422271621e-08 2.450095902876363647e-08 -3.074502812864397580e-12 2.449788452595077337e-08 3.608582744285229395e-10
3.923990699999999833e+03 -5.623299999999744614e+00 5.615119999999999891e+03 1.406319999999999966e-03 3.756479999999999819e-01 2.390516079040676585e-08 2.369708841330167844e-08 -2.253401703103859279e-13 2.369686307313136854e-08 3.749274224892546263e-10
3.918367400000000089e+03 -6.675299999999879219e+00 5.595560000000000400e+03 1.406480000000000100e-03 3.755850000000000022e-01 2.382730915603432293e-08 2.404281514497379129e-08 -2.988342833123423517e-12 2.403982680214066724e-08 3.921135826636503305e-10
3.911692100000000210e+03 -5.458900000000085129e+00 5.571560000000000400e+03 1.409000000000000096e-03 3.755089999999999817e-01 2.381020414416100900e-08 2.432523548602354119e-08 -4.202292402950457957e-13 2.432481525678324757e-08 3.700072164868355913e-10
3.906233200000000124e+03 -6.666500000000269210e+00 5.551970000000000255e+03 1.409289999999999892e-03 3.754460000000000020e-01 2.373625354108022245e-08 2.399111656771339402e-08 -2.929618615324187874e-12 2.398818694909807072e-08 3.966180213739527784e-10
3.899566699999999855e+03 -5.826499999999668944e+00 5.528000000000000000e+03 1.411759999999999968e-03 3.753699999999999815e-01 2.371669129586440043e-08 2.271147433568591298e-08 -5.017659286402130227e-13 2.271097256975727282e-08 4.014277016208791968e-10
3.893740200000000186e+03 -6.666000000000167347e+00 5.508439999999999600e+03 1.412129999999999939e-03 3.753070000000000017e-01 2.364516251267587600e-08 2.359278747250523608e-08 -2.890774886321136163e-12 2.358989669761891425e-08 4.005869562693229089e-10
